,State,Electoral_Votes,Winner,Total_Vote_Count,Trump_Vote_Count,Biden_Vote_Count,Trump_Vote_Percent,Biden_Vote_Percent
48,Wisconsin,10,Trump,2579426,1297362,1189824,50.297,46.127
49,Wyoming,3,Trump,218839,180415,29720,82.442,13.581
50,District of Columbia,3,Biden,399661,46342,339789,11.595,85.019
0,Alabama,9,Trump,1998566,1212239,716574,60.655,35.854
1,Alaska,3,Trump,297807,169727,117482,56.992,39.449
2,Arizona,11,Trump,2846266,1509622,1231308,53.039,43.26
3,Arkansas,6,Trump,1087542,773085,270468,71.086,24.87
4,California,54,Biden,13621755,5069202,8029505,37.214,58.946
5,Colorado,10,Biden,2528863,1145696,1288013,45.305,50.932
6,Connecticut,7,Biden,1422299,653887,715232,45.974,50.287
7,Delaware,3,Biden,461920,207816,235778,44.99,51.043
8,Florida,30,Trump,7815321,4226622,3307563,54.081,42.322
9,Georgia,16,Trump,4217194,2324878,1725733,55.129,40.921
10,Hawaii,4,Biden,520511,213196,289019,40.959,55.526
11,Idaho,4,Trump,733122,506140,196366,69.039,26.785
12,Illinois,19,Biden,4886649,2217061,2462614,45.37,50.395
13,Indiana,11,Trump,2606049,1628419,880484,62.486,33.786
14,Iowa,6,Trump,1384895,855562,473738,61.778,34.208
15,Kansas,6,Trump,1269226,775432,440253,61.095,34.687
16,Kentucky,8,Trump,1855906,1274016,506559,68.647,27.294
17,Louisiana,8,Trump,1771227,1036353,668894,58.51,37.764
18,Maine,4,Trump,685160,353698,303577,51.623,44.307
19,Maryland,10,Biden,2638882,950551,1586600,36.021,60.124
20,Massachusetts,11,Biden,2893789,1024323,1749611,35.397,60.461
21,Michigan,15,Trump,4636934,2360687,2101444,50.911,45.32
22,Minnesota,10,Trump,2601754,1295783,1207681,49.804,46.418
23,Mississippi,6,Trump,1257892,750365,458908,59.653,36.482
24,Missouri,10,Trump,2825320,1631319,1093014,57.739,38.686
25,Montana,4,Trump,490293,311554,159660,63.544,32.564
26,Nebraska,5,Trump,745881,456191,258537,61.161,34.662
27,Nevada,6,Trump,1148161,615638,489646,53.619,42.646
28,New Hampshire,4,Trump,642967,320199,298496,49.8,46.425
29,New Jersey,14,Trump,3520668,1817818,1559538,51.633,44.297
30,New Mexico,5,Biden,820348,386148,403576,47.071,49.196
31,New York,28,Biden,7114208,3301448,3544876,46.406,49.828
32,North Carolina,16,Trump,3665526,2001014,1517362,54.59,41.395
33,North Dakota,3,Trump,334064,231458,90179,69.286,26.995
34,Ohio,17,Trump,4711338,2566520,1978952,54.475,42.004
35,Oklahoma,7,Trump,1547407,1048983,436537,67.79,28.211
36,Oregon,8,Biden,2063306,894922,1071378,43.373,51.925
37,Pennsylvania,19,Trump,5604393,2941277,2458093,52.482,43.86
38,Rhode Island,4,Biden,499955,232159,245801,46.436,49.165
39,South Carolina,9,Trump,1991739,1192984,724164,59.897,36.358
40,South Dakota,3,Trump,367356,229518,122683,62.478,33.396
41,Tennessee,11,Trump,2772832,1739661,913967,62.74,32.961
42,Texas,40,Trump,9929721,5389903,4165852,54.281,41.953
43,Utah,6,Trump,1228458,861814,317426,70.154,25.839
44,Vermont,3,Biden,314057,123934,176745,39.462,56.278
45,Virginia,13,Trump,3588710,1827599,1626621,50.926,45.326
46,Washington,12,Biden,3310427,1458622,1724775,44.061,52.101
47,West Virginia,4,Trump,701469,508509,164750,72.492,23.486
48,Wisconsin,10,Trump,2579006,1297670,1189105,50.317,46.107
49,Wyoming,3,Trump,219567,181097,29805,82.479,13.574
50,District of Columbia,3,Biden,399090,45877,339785,11.495,85.14
0,Alabama,9,Trump,1998299,1212869,714797,60.695,35.77
1,Alaska,3,Trump,298400,170030,117818,56.981,39.483
2,Arizona,11,Trump,2846978,1511418,1231032,53.089,43.24
3,Arkansas,6,Trump,1087430,772931,270854,71.079,24.908
4,California,54,Biden,13620467,5067357,8030652,37.204,58.96
5,Colorado,10,Biden,2529058,1147317,1286527,45.365,50.87
6,Connecticut,7,Biden,1421872,652208,716384,45.87,50.383
7,Delaware,3,Biden,462639,207927,236083,44.944,51.03
8,Florida,30,Trump,7813415,4225616,3305238,54.082,42.302
9,Georgia,16,Trump,4219011,2327028,1724764,55.156,40.881
10,Hawaii,4,Biden,520417,212924,289451,40.914,55.619
11,Idaho,4,Trump,733261,506692,196078,69.101,26.741
12,Illinois,19,Biden,4884189,2215248,2462032,45.355,50.408
13,Indiana,11,Trump,2606048,1628242,880164,62.479,33.774
14,Iowa,6,Trump,1386508,856841,474011,61.798,34.187
15,Kansas,6,Trump,1269275,775800,440599,61.122,34.713
16,Kentucky,8,Trump,1856211,1273034,507533,68.582,27.342
17,Louisiana,8,Trump,1772670,1037896,669015,58.55,37.741
18,Maine,4,Trump,684407,353784,302835,51.692,44.248
19,Maryland,10,Biden,2639377,951831,1586215,36.063,60.098
20,Massachusetts,11,Biden,2892888,1027140,1746048,35.506,60.357
21,Michigan,15,Trump,4637567,2362957,2100569,50.953,45.295
22,Minnesota,10,Trump,2602092,1296542,1207718,49.827,46.413
23,Mississippi,6,Trump,1257584,750515,458088,59.679,36.426
24,Missouri,10,Trump,2824947,1631354,1092369,57.748,38.669
25,Montana,4,Trump,490112,311587,159692,63.575,32.583
26,Nebraska,5,Trump,745812,456185,258655,61.166,34.681
27,Nevada,6,Trump,1148002,615367,489885,53.603,42.673
28,New Hampshire,4,Trump,642604,320108,297644,49.814,46.318
29,New Jersey,14,Trump,3520438,1816963,1560686,51.612,44.332
30,New Mexico,5,Biden,820442,385867,404360,47.032,49.286
31,New York,28,Biden,7114020,3302863,3543471,46.428,49.81
32,North Carolina,16,Trump,3664207,1999837,1516948,54.578,41.399
33,North Dakota,3,Trump,334161,232178,89692,69.481,26.841
34,Ohio,17,Trump,4709352,2564168,1979585,54.448,42.035
35,Oklahoma,7,Trump,1548627,1049466,437196,67.768,28.231
36,Oregon,8,Biden,2063276,895630,1071170,43.408,51.916
37,Pennsylvania,19,Trump,5606679,2943709,2457749,52.504,43.836
38,Rhode Island,4,Biden,501100,232746,246019,46.447,49.096
39,South Carolina,9,Trump,1992465,1192754,724967,59.863,36.385
40,South Dakota,3,Trump,367950,230598,122639,62.671,33.33
41,Tennessee,11,Trump,2772622,1739275,914162,62.73,32.971
42,Texas,40,Trump,9927409,5385113,4168530,54.245,41.99
43,Utah,6,Trump,1228313,863137,315951,70.27,25.722
44,Vermont,3,Biden,314651,124194,176743,39.47,56.171
45,Virginia,13,Trump,3587838,1826942,1626334,50.92,45.329
46,Washington,12,Biden,3310623,1460224,1723127,44.107,52.048
47,West Virginia,4,Trump,701334,509242,163831,72.61,23.36
48,Wisconsin,10,Trump,2578268,1297740,1187768,50.334,46.068
49,Wyoming,3,Trump,219069,180637,29929,82.457,13.662
50,District of Columbia,3,Biden,400118,46278,340291,11.566,85.048
0,Alabama,9,Trump,1998557,1212892,715325,60.688,35.792
1,Alaska,3,Trump,298315,170987,116806,57.318,39.155
2,Arizona,11,Trump,2846610,1510892,1230884,53.077,43.24
3,Arkansas,6,Trump,1087766,772946,270842,71.058,24.899
4,California,54,Biden,13619962,5067692,8028322,37.208,58.945
5,Colorado,10,Biden,2529635,1146953,1287389,45.341,50.892
6,Connecticut,7,Biden,1421726,652007,716676,45.86,50.409
7,Delaware,3,Biden,462120,208680,234767,45.157,50.802
8,Florida,30,Trump,7812481,4225369,3305006,54.085,42.304
9,Georgia,16,Trump,4219416,2326663,1725124,55.142,40.885
10,Hawaii,4,Biden,520357,212667,289401,40.869,55.616
11,Idaho,4,Trump,733345,506678,196411,69.091,26.783
12,Illinois,19,Biden,4886869,2215598,2463988,45.338,50.421
13,Indiana,11,Trump,2606920,1629007,880972,62.488,33.794
14,Iowa,6,Trump,1383927,854677,473771,61.757,34.234
15,Kansas,6,Trump,1269441,777011,439241,61.209,34.601
16,Kentucky,8,Trump,1855748,1274827,505627,68.696,27.247
17,Louisiana,8,Trump,1770771,1036739,668906,58.547,37.775
18,Maine,4,Trump,684620,353338,303429,51.611,44.321
19,Maryland,10,Biden,2639365,952135,1586427,36.074,60.106
20,Massachusetts,11,Biden,2892610,1025958,1746580,35.468,60.381
21,Michigan,15,Trump,4635166,2361008,2099734,50.937,45.3
22,Minnesota,10,Trump,2603268,1298132,1207580,49.865,46.387
23,Mississippi,6,Trump,1256846,748939,459276,59.589,36.542
24,Missouri,10,Trump,2825261,1633070,1090975,57.802,38.615
25,Montana,4,Trump,490281,311114,160351,63.456,32.706
26,Nebraska,5,Trump,745949,456638,258400,61.216,34.64
27,Nevada,6,Trump,1148340,615951,489658,53.638,42.641
28,New Hampshire,4,Trump,643036,319957,298527,49.757,46.425
29,New Jersey,14,Trump,3520188,1817741,1559784,51.638,44.31
30,New Mexico,5,Biden,820839,386202,403953,47.05,49.212
31,New York,28,Biden,7115891,3305679,3542603,46.455,49.784
32,North Carolina,16,Trump,3665029,2000674,1517449,54.588,41.403
33,North Dakota,3,Trump,333659,231853,89389,69.488,26.791
34,Ohio,17,Trump,4710459,2566431,1978950,54.484,42.012
35,Oklahoma,7,Trump,1548147,1050386,435482,67.848,28.129
36,Oregon,8,Biden,2064974,895004,1072749,43.342,51.95
37,Pennsylvania,19,Trump,5604811,2940296,2459039,52.46,43.874
38,Rhode Island,4,Biden,500909,232539,246102,46.423,49.131
39,South Carolina,9,Trump,1991964,1192199,724652,59.85,36.379
40,South Dakota,3,Trump,367747,230419,122717,62.657,33.37
41,Tennessee,11,Trump,2772855,1739079,914843,62.718,32.993
42,Texas,40,Trump,9928922,5388486,4166710,54.271,41.965
43,Utah,6,Trump,1227954,862092,316893,70.206,25.807
44,Vermont,3,Biden,314728,123644,177618,39.286,56.435
45,Virginia,13,Trump,3587547,1825711,1627301,50.89,45.36
46,Washington,12,Biden,3309909,1459011,1723482,44.08,52.07
47,West Virginia,4,Trump,701169,509083,164033,72.605,23.394
48,Wisconsin,10,Trump,2579090,1298069,1188967,50.331,46.1
49,Wyoming,3,Trump,219379,180785,29866,82.408,13.614
50,District of Columbia,3,Biden,400235,46018,340670,11.498,85.117
0,Alabama,9,Trump,1999986,1212926,716779,60.647,35.839
1,Alaska,3,Trump,298400,170005,117911,56.972,39.514
2,Arizona,11,Trump,2847394,1511743,1230572,53.092,43.217
3,Arkansas,6,Trump,1087946,773578,270479,71.104,24.861
4,California,54,Biden,13620610,5067859,8030172,37.207,58.956
5,Colorado,10,Biden,2529747,1146299,1288096,45.313,50.918
6,Connecticut,7,Biden,1422977,653672,716152,45.937,50.328
7,Delaware,3,Biden,462502,207789,236039,44.927,51.035
8,Florida,30,Trump,7814245,4226593,3304609,54.088,42.29
9,Georgia,16,Trump,4219617,2324480,1727620,55.087,40.943
10,Hawaii,4,Biden,521243,213489,289630,40.958,55.565
11,Idaho,4,Trump,733409,507152,195875,69.15,26.707
12,Illinois,19,Biden,4885330,2215759,2462424,45.355,50.404
13,Indiana,11,Trump,2607602,1629325,881150,62.484,33.792
14,Iowa,6,Trump,1385395,856107,473819,61.795,34.201
15,Kansas,6,Trump,1268721,775555,440189,61.129,34.695
16,Kentucky,8,Trump,1855857,1273904,507268,68.642,27.333
17,Louisiana,8,Trump,1772508,1037869,669272,58.554,37.758
18,Maine,4,Trump,684997,353428,303668,51.596,44.331
19,Maryland,10,Biden,2639508,951903,1586084,36.064,60.09
20,Massachusetts,11,Biden,2893186,1026186,1746683,35.469,60.372
21,Michigan,15,Trump,4637120,2360284,2102266,50.9,45.336
22,Minnesota,10,Trump,2602828,1296423,1208544,49.808,46.432
23,Mississippi,6,Trump,1257080,749979,458080,59.66,36.44
24,Missouri,10,Trump,2825476,1631155,1092603,57.73,38.67
25,Montana,4,Trump,489729,311198,159861,63.545,32.643
26,Nebraska,5,Trump,746466,456659,258467,61.176,34.625
27,Nevada,6,Trump,1148623,615469,490282,53.583,42.684
28,New Hampshire,4,Trump,643585,320523,298582,49.803,46.394
29,New Jersey,14,Trump,3520559,1818121,1560491,51.643,44.325
30,New Mexico,5,Biden,821162,387051,403315,47.135,49.115
31,New York,28,Biden,7116829,3306227,3542655,46.456,49.779
32,North Carolina,16,Trump,3663970,2000110,1516852,54.589,41.399
33,North Dakota,3,Trump,334348,231824,90139,69.336,26.96
34,Ohio,17,Trump,4709798,2565855,1979030,54.479,42.019
35,Oklahoma,7,Trump,1547907,1049005,437160,67.769,28.242
36,Oregon,8,Biden,2064172,893852,1073157,43.303,51.99
37,Pennsylvania,19,Trump,5606206,2944053,2457496,52.514,43.835
38,Rhode Island,4,Biden,500727,232100,246344,46.353,49.197
39,South Carolina,9,Trump,1991552,1192188,724526,59.862,36.38
40,South Dakota,3,Trump,367784,230189,122774,62.588,33.382
41,Tennessee,11,Trump,2771820,1738911,913773,62.735,32.967
42,Texas,40,Trump,9930954,5389179,4167705,54.266,41.967
43,Utah,6,Trump,1228656,861961,317647,70.155,25.853
44,Vermont,3,Biden,314334,123960,177107,39.436,56.344
45,Virginia,13,Trump,3588358,1827858,1625084,50.939,45.288
46,Washington,12,Biden,3312206,1460493,1724283,44.094,52.058
47,West Virginia,4,Trump,701595,509584,163973,72.632,23.371
48,Wisconsin,10,Trump,2579619,1298414,1188697,50.334,46.08
49,Wyoming,3,Trump,218982,180329,29892,82.349,13.65
50,District of Columbia,3,Biden,400182,46087,340569,11.517,85.104
0,Alabama,9,Trump,1999143,1212950,716019,60.673,35.816
1,Alaska,3,Trump,298201,170723,116867,57.251,39.191
2,Arizona,11,Trump,2847697,1511838,1230664,53.09,43.216
3,Arkansas,6,Trump,1086995,771754,271045,70.999,24.935
4,California,54,Biden,13619351,5068832,8026020,37.218,58.931
5,Colorado,10,Biden,2528813,1144138,1289585,45.244,50.996
6,Connecticut,7,Biden,1422119,652908,716429,45.911,50.378
7,Delaware,3,Biden,462024,207589,235944,44.93,51.067
8,Florida,30,Trump,7813475,4221869,3308542,54.033,42.344
9,Georgia,16,Trump,4217993,2325255,1725922,55.127,40.918
10,Hawaii,4,Biden,520025,212797,288692,40.921,55.515
11,Idaho,4,Trump,733465,506988,196005,69.122,26.723
12,Illinois,19,Biden,4886013,2216400,2462488,45.362,50.399
13,Indiana,11,Trump,2606900,1630311,879732,62.538,33.746
14,Iowa,6,Trump,1384802,855921,473224,61.808,34.173
15,Kansas,6,Trump,1268925,775500,440178,61.115,34.689
16,Kentucky,8,Trump,1856186,1273878,507413,68.629,27.336
17,Louisiana,8,Trump,1771515,1036378,669706,58.502,37.804
18,Maine,4,Trump,683752,352707,303186,51.584,44.342
19,Maryland,10,Biden,2640565,952470,1586568,36.071,60.084
20,Massachusetts,11,Biden,2893055,1025576,1747417,35.45,60.4
21,Michigan,15,Trump,4636466,2360016,2101813,50.901,45.332
22,Minnesota,10,Trump,2603667,1296561,1208574,49.797,46.418
23,Mississippi,6,Trump,1257381,750583,457846,59.694,36.413
24,Missouri,10,Trump,2825848,1632178,1092555,57.759,38.663
25,Montana,4,Trump,490572,311662,160234,63.53,32.663
26,Nebraska,5,Trump,745871,456065,258682,61.145,34.682
27,Nevada,6,Trump,1148514,617716,488427,53.784,42.527
28,New Hampshire,4,Trump,642998,318610,299444,49.551,46.57
29,New Jersey,14,Trump,3519614,1816635,1560451,51.615,44.336
30,New Mexico,5,Biden,820233,385728,404037,47.027,49.259
31,New York,28,Biden,7115228,3305973,3541592,46.463,49.775
32,North Carolina,16,Trump,3665004,2001349,1517036,54.607,41.392
33,North Dakota,3,Trump,334474,232226,89918,69.43,26.883
34,Ohio,17,Trump,4709985,2563452,1980665,54.426,42.052
35,Oklahoma,7,Trump,1548349,1049666,436324,67.793,28.18
36,Oregon,8,Biden,2064722,894254,1073611,43.311,51.998
37,Pennsylvania,19,Trump,5605418,2945449,2455573,52.546,43.807
38,Rhode Island,4,Biden,500524,232177,245909,46.387,49.13
39,South Carolina,9,Trump,1991358,1192023,724301,59.86,36.372
40,South Dakota,3,Trump,368068,230139,123133,62.526,33.454
41,Tennessee,11,Trump,2770868,1739136,913286,62.765,32.96
42,Texas,40,Trump,9930619,5389471,4167012,54.271,41.961
43,Utah,6,Trump,1227700,861864,316482,70.202,25.778
44,Vermont,3,Biden,314211,124386,176503,39.587,56.173
45,Virginia,13,Trump,3588046,1826639,1626040,50.909,45.318
46,Washington,12,Biden,3310897,1459220,1724468,44.073,52.085
47,West Virginia,4,Trump,701085,508703,164344,72.559,23.441
48,Wisconsin,10,Trump,2577877,1297284,1187690,50.324,46.072
49,Wyoming,3,Trump,219386,180985,29766,82.496,13.568
50,District of Columbia,3,Biden,399927,45847,340551,11.464,85.153
0,Alabama,9,Trump,1998871,1212777,715984,60.673,35.819
1,Alaska,3,Trump,298377,170954,116784,57.295,39.14
2,Arizona,11,Trump,2846018,1510081,1230967,53.059,43.252
3,Arkansas,6,Trump,1087714,772416,271235,71.013,24.936
4,California,54,Biden,13620871,5067671,8030846,37.205,58.96
5,Colorado,10,Biden,2528135,1146173,1286965,45.337,50.906
6,Connecticut,7,Biden,1422249,653772,715366,45.967,50.298
7,Delaware,3,Biden,461791,207978,235239,45.037,50.941
8,Florida,30,Trump,7813936,4226112,3305820,54.084,42.307
9,Georgia,16,Trump,4219143,2326101,1725613,55.132,40.9
10,Hawaii,4,Biden,520603,213299,289091,40.972,55.53
11,Idaho,4,Trump,733245,506796,195847,69.117,26.71
12,Illinois,19,Biden,4885986,2214050,2464414,45.314,50.438
13,Indiana,11,Trump,2605897,1629028,879911,62.513,33.766
14,Iowa,6,Trump,1386365,856676,474378,61.793,34.217
15,Kansas,6,Trump,1270599,777139,440301,61.163,34.653
16,Kentucky,8,Trump,1855146,1272951,507248,68.617,27.343
17,Louisiana,8,Trump,1771061,1036554,668461,58.527,37.744
18,Maine,4,Trump,684677,352810,304092,51.529,44.414
19,Maryland,10,Biden,2638777,951221,1586294,36.048,60.115
20,Massachusetts,11,Biden,2893546,1025025,1748283,35.425,60.42
21,Michigan,15,Trump,4637887,2363319,2100194,50.957,45.283
22,Minnesota,10,Trump,2603527,1297325,1208649,49.83,46.424
23,Mississippi,6,Trump,1257131,749034,459185,59.583,36.526
24,Missouri,10,Trump,2825078,1631522,1092397,57.751,38.668
25,Montana,4,Trump,490141,311951,159258,63.645,32.492
26,Nebraska,5,Trump,746515,456508,258668,61.152,34.65
27,Nevada,6,Trump,1148927,616869,489313,53.691,42.589
28,New Hampshire,4,Trump,643406,320127,298646,49.755,46.416
29,New Jersey,14,Trump,3519867,1816704,1560814,51.613,44.343
30,New Mexico,5,Biden,820618,386119,403951,47.052,49.225
31,New York,28,Biden,7114411,3304212,3543406,46.444,49.806
32,North Carolina,16,Trump,3665815,2001249,1517503,54.592,41.396
33,North Dakota,3,Trump,334473,232252,89761,69.438,26.837
34,Ohio,17,Trump,4710719,2566891,1977928,54.49,41.988
35,Oklahoma,7,Trump,1549465,1050983,436431,67.829,28.167
36,Oregon,8,Biden,2064436,895731,1071651,43.389,51.91
37,Pennsylvania,19,Trump,5606710,2943701,2458534,52.503,43.85
38,Rhode Island,4,Biden,500849,232456,245988,46.412,49.114
39,South Carolina,9,Trump,1992652,1193215,724257,59.881,36.346
40,South Dakota,3,Trump,367645,230181,122498,62.61,33.32
41,Tennessee,11,Trump,2773243,1739601,914312,62.728,32.969
42,Texas,40,Trump,9931660,5389984,4168555,54.271,41.972
43,Utah,6,Trump,1227933,862104,316524,70.208,25.777
44,Vermont,3,Biden,314220,123531,177266,39.314,56.415
45,Virginia,13,Trump,3588206,1826930,1626002,50.915,45.315
46,Washington,12,Biden,3311392,1459482,1724693,44.075,52.084
47,West Virginia,4,Trump,700993,509538,163091,72.688,23.266
48,Wisconsin,10,Trump,2579184,1297935,1188435,50.323,46.078
49,Wyoming,3,Trump,219245,180831,29836,82.479,13.609
50,District of Columbia,3,Biden,399929,46276,340021,11.571,85.02
0,Alabama,9,Trump,1998153,1212618,715088,60.687,35.787
1,Alaska,3,Trump,298296,170397,117253,57.123,39.308
2,Arizona,11,Trump,2847003,1512100,1229558,53.112,43.188
3,Arkansas,6,Trump,1087164,772319,270677,71.04,24.898
4,California,54,Biden,13619927,5067852,8029350,37.209,58.953
5,Colorado,10,Biden,2527961,1146019,1286890,45.334,50.906
6,Connecticut,7,Biden,1421890,652306,717043,45.876,50.429
7,Delaware,3,Biden,462120,208646,234977,45.15,50.848
8,Florida,30,Trump,7812414,4225397,3304408,54.086,42.297
9,Georgia,16,Trump,4216954,2325659,1723869,55.15,40.879
10,Hawaii,4,Biden,520922,213642,289049,41.012,55.488
11,Idaho,4,Trump,732847,506107,196072,69.06,26.755
12,Illinois,19,Biden,4887564,2215213,2465336,45.323,50.441
13,Indiana,11,Trump,2604714,1628608,880022,62.525,33.786
14,Iowa,6,Trump,1385043,856067,473164,61.808,34.162
15,Kansas,6,Trump,1269290,775589,440184,61.104,34.68
16,Kentucky,8,Trump,1855541,1274081,506040,68.664,27.272
17,Louisiana,8,Trump,1770933,1036933,669318,58.553,37.795
18,Maine,4,Trump,684816,353525,303476,51.623,44.315
19,Maryland,10,Biden,2640972,953452,1586054,36.102,60.056
20,Massachusetts,11,Biden,2892685,1026526,1745976,35.487,60.358
21,Michigan,15,Trump,4635104,2360589,2100192,50.929,45.311
22,Minnesota,10,Trump,2603710,1295590,1210169,49.759,46.479
23,Mississippi,6,Trump,1256981,749255,459625,59.608,36.566
24,Missouri,10,Trump,2824337,1629410,1093497,57.692,38.717
25,Montana,4,Trump,490579,311994,159705,63.597,32.554
26,Nebraska,5,Trump,745917,455844,258778,61.112,34.693
27,Nevada,6,Trump,1148978,616054,490172,53.618,42.662
28,New Hampshire,4,Trump,642720,319631,298301,49.731,46.412
29,New Jersey,14,Trump,3521292,1817442,1561588,51.613,44.347
30,New Mexico,5,Biden,820122,386219,403659,47.093,49.219
31,New York,28,Biden,7113526,3303654,3542794,46.442,49.804
32,North Carolina,16,Trump,3666502,2002079,1518038,54.605,41.403
33,North Dakota,3,Trump,334399,232835,89172,69.628,26.666
34,Ohio,17,Trump,4711036,2566391,1978305,54.476,41.993
35,Oklahoma,7,Trump,1547980,1049611,436225,67.805,28.18
36,Oregon,8,Biden,2064056,895464,1071468,43.384,51.911
37,Pennsylvania,19,Trump,5605434,2943328,2457169,52.508,43.835
38,Rhode Island,4,Biden,500727,232169,246142,46.366,49.157
39,South Carolina,9,Trump,1992718,1192112,725277,59.823,36.396
40,South Dakota,3,Trump,367998,229922,123255,62.479,33.493
41,Tennessee,11,Trump,2773524,1740274,914799,62.746,32.983
42,Texas,40,Trump,9928296,5388019,4167201,54.269,41.973
43,Utah,6,Trump,1228140,862222,317015,70.206,25.813
44,Vermont,3,Biden,314234,123963,176734,39.449,56.243
45,Virginia,13,Trump,3587454,1827629,1624529,50.945,45.284
46,Washington,12,Biden,3310068,1459095,1723835,44.081,52.079
47,West Virginia,4,Trump,701164,508866,163852,72.574,23.369
48,Wisconsin,10,Trump,2578635,1297337,1189352,50.311,46.123
49,Wyoming,3,Trump,219307,180659,29906,82.377,13.637
50,District of Columbia,3,Biden,399709,45681,340594,11.429,85.21
0,Alabama,9,Trump,1997776,1212595,714966,60.697,35.788
1,Alaska,3,Trump,298468,170565,117423,57.147,39.342
2,Arizona,11,Trump,2847547,1511940,1230513,53.096,43.213
3,Arkansas,6,Trump,1087641,772986,270673,71.07,24.886
4,California,54,Biden,13617754,5066851,8027683,37.208,58.95
5,Colorado,10,Biden,2528058,1146454,1286614,45.349,50.893
6,Connecticut,7,Biden,1421390,652131,716599,45.88,50.415
7,Delaware,3,Biden,462253,208104,235665,45.02,50.982
8,Florida,30,Trump,7813008,4227267,3303731,54.105,42.285
9,Georgia,16,Trump,4218101,2325293,1725943,55.127,40.918
10,Hawaii,4,Biden,521069,213675,289065,41.007,55.475
11,Idaho,4,Trump,732792,505675,196809,69.007,26.857
12,Illinois,19,Biden,4884607,2213557,2462906,45.317,50.422
13,Indiana,11,Trump,2608498,1630884,880468,62.522,33.754
14,Iowa,6,Trump,1385814,856527,473613,61.807,34.176
15,Kansas,6,Trump,1269505,775696,440688,61.102,34.713
16,Kentucky,8,Trump,1855607,1273725,506550,68.642,27.298
17,Louisiana,8,Trump,1771858,1036613,669999,58.504,37.813
18,Maine,4,Trump,684364,352926,303883,51.57,44.404
19,Maryland,10,Biden,2639409,950164,1587810,35.999,60.158
20,Massachusetts,11,Biden,2893017,1026614,1746614,35.486,60.373
21,Michigan,15,Trump,4637008,2361840,2100809,50.935,45.305
22,Minnesota,10,Trump,2603189,1294753,1210226,49.737,46.49
23,Mississippi,6,Trump,1256812,749567,458267,59.64,36.463
24,Missouri,10,Trump,2825536,1630478,1094305,57.705,38.729
25,Montana,4,Trump,490284,311902,159312,63.617,32.494
26,Nebraska,5,Trump,746324,455902,258802,61.086,34.677
27,Nevada,6,Trump,1147790,615674,489172,53.64,42.619
28,New Hampshire,4,Trump,642937,320438,297648,49.84,46.295
29,New Jersey,14,Trump,3519235,1816224,1559347,51.608,44.309
30,New Mexico,5,Biden,819526,384932,404073,46.97,49.306
31,New York,28,Biden,7113821,3305011,3541350,46.459,49.781
32,North Carolina,16,Trump,3665050,1999820,1518714,54.565,41.438
33,North Dakota,3,Trump,334292,232177,89913,69.453,26.897
34,Ohio,17,Trump,4711559,2565212,1981003,54.445,42.046
35,Oklahoma,7,Trump,1547716,1048758,436679,67.762,28.214
36,Oregon,8,Biden,2063184,894465,1072096,43.354,51.963
37,Pennsylvania,19,Trump,5607116,2944265,2457400,52.509,43.826
38,Rhode Island,4,Biden,499831,232024,245533,46.42,49.123
39,South Carolina,9,Trump,1991219,1192464,723889,59.886,36.354
40,South Dakota,3,Trump,368092,230395,122697,62.592,33.333
41,Tennessee,11,Trump,2773116,1740897,913064,62.778,32.926
42,Texas,40,Trump,9930404,5390371,4166371,54.281,41.956
43,Utah,6,Trump,1227994,861923,316753,70.19,25.794
44,Vermont,3,Biden,314449,124472,176512,39.584,56.134
45,Virginia,13,Trump,3587168,1827555,1624778,50.947,45.294
46,Washington,12,Biden,3311437,1458230,1726415,44.036,52.135
47,West Virginia,4,Trump,701261,509285,163739,72.624,23.349
48,Wisconsin,10,Trump,2577865,1296971,1188648,50.312,46.11
49,Wyoming,3,Trump,219222,180666,29924,82.412,13.65
50,District of Columbia,3,Biden,399734,46114,339757,11.536,84.996
0,Alabama,9,Trump,1999272,1202098,728083,60.127,36.417
1,Alaska,3,Trump,297632,168049,119140,56.462,40.029
2,Arizona,11,Trump,2846527,1494336,1248024,52.497,43.844
3,Arkansas,6,Trump,1087093,763307,279936,70.215,25.751
4,California,54,Biden,13620760,5012185,8090620,36.798,59.399
5,Colorado,10,Biden,2528530,1132529,1301910,44.79,51.489
6,Connecticut,7,Biden,1422542,645326,724627,45.364,50.939
7,Delaware,3,Biden,462489,205580,238623,44.451,51.595
8,Florida,30,Trump,7813906,4180154,3353390,53.496,42.916
9,Georgia,16,Trump,4217172,2296605,1754863,54.458,41.612
10,Hawaii,4,Biden,520833,211059,291502,40.523,55.968
11,Idaho,4,Trump,734345,500739,203461,68.189,27.706
12,Illinois,19,Biden,4886415,2185100,2496211,44.718,51.085
13,Indiana,11,Trump,2606829,1612183,898485,61.845,34.467
14,Iowa,6,Trump,1386188,847027,484497,61.105,34.952
15,Kansas,6,Trump,1269271,766834,449972,60.415,35.451
16,Kentucky,8,Trump,1856201,1258447,523023,67.797,28.177
17,Louisiana,8,Trump,1771887,1026062,680945,57.908,38.43
18,Maine,4,Trump,684827,349273,308397,51.002,45.033
19,Maryland,10,Biden,2639995,941726,1598101,35.672,60.534
20,Massachusetts,11,Biden,2891154,1013228,1758880,35.046,60.837
21,Michigan,15,Trump,4635281,2333014,2129811,50.332,45.948
22,Minnesota,10,Trump,2602923,1281965,1223783,49.251,47.016
23,Mississippi,6,Trump,1256930,741078,467637,58.959,37.205
